Year,Quarter,QTM,Expiration,Valuation,Index,Strike,Price
1996,3,0,1996-09-30,1996-09-30,480.89,392.05,0
1996,4,12,1996-12-31,1993-12-31,391.06,391.06,9.061867300901184
1996,4,11,1996-12-31,1994-03-31,396.17,391.06,4.824591898044868
1996,4,10,1996-12-31,1994-06-30,402.26,391.06,2.122975807681253
1996,4,9,1996-12-31,1994-09-30,408.32,391.06,0.8703076805762822
1996,4,8,1996-12-31,1994-12-31,416.01,391.06,0.15729721625935314
1996,4,7,1996-12-31,1995-03-31,424.78,391.06,0.030504430728802764
1996,4,6,1996-12-31,1995-06-30,433.62,391.06,3.7670604212584966e-4
1996,4,5,1996-12-31,1995-09-30,442.54,391.06,0
1996,4,4,1996-12-31,1995-12-31,447.35,391.06,0
1996,4,3,1996-12-31,1996-03-31,458.09,391.06,0
1996,4,2,1996-12-31,1996-06-30,468.57,391.06,0
1996,4,1,1996-12-31,1996-09-30,480.89,391.06,0
1996,4,0,1996-12-31,1996-12-31,493.43,391.06,0
1997,1,12,1997-03-31,1994-03-31,396.17,396.17,6.096092030464112
1997,1,11,1997-03-31,1994-06-30,402.26,396.17,3.216742519805836
1997,1,10,1997-03-31,1994-09-30,408.32,396.17,1.4464102147560252
1997,1,9,1997-03-31,1994-12-31,416.01,396.17,0.4160482499167486
1997,1,8,1997-03-31,1995-03-31,424.78,396.17,0.12242162695843056
1997,1,7,1997-03-31,1995-06-30,433.62,396.17,0.012371490920375301
1997,1,6,1997-03-31,1995-09-30,442.54,396.17,0.002296166484387174
1997,1,5,1997-03-31,1995-12-31,447.35,396.17,0
1997,1,4,1997-03-31,1996-03-31,458.09,396.17,0
1997,1,3,1997-03-31,1996-06-30,468.57,396.17,0
1997,1,2,1997-03-31,1996-09-30,480.89,396.17,0
1997,1,1,1997-03-31,1996-12-31,493.43,396.17,0
1997,1,0,1997-03-31,1997-03-31,504.96,396.17,0
1997,2,12,1997-06-30,1994-06-30,402.26,402.26,4.549770221053196
1997,2,11,1997-06-30,1994-09-30,408.32,402.26,2.1462752155203524
1997,2,10,1997-06-30,1994-12-31,416.01,402.26,0.8176258377942618
1997,2,9,1997-06-30,1995-03-31,424.78,402.26,0.3240775336096602
1997,2,8,1997-06-30,1995-06-30,433.62,402.26,0.07099457743727576
1997,2,7,1997-06-30,1995-09-30,442.54,402.26,0.012066032230520083
1997,2,6,1997-06-30,1995-12-31,447.35,402.26,5.059032275338107e-4
1997,2,5,1997-06-30,1996-03-31,458.09,402.26,0
1997,2,4,1997-06-30,1996-06-30,468.57,402.26,0
1997,2,3,1997-06-30,1996-09-30,480.89,402.26,0
1997,2,2,1997-06-30,1996-12-31,493.43,402.26,0
1997,2,1,1997-06-30,1997-03-31,504.96,402.26,0
1997,2,0,1997-06-30,1997-06-30,519.21,402.26,0
1997,3,12,1997-09-30,1994-09-30,408.32,408.32,3.1884980901481974
1997,3,11,1997-09-30,1994-12-31,416.01,408.32,1.398259353949662
1997,3,10,1997-09-30,1995-03-31,424.78,408.32,0.6629959046300136
1997,3,9,1997-09-30,1995-06-30,433.62,408.32,0.2696405679289485
1997,3,8,1997-09-30,1995-09-30,442.54,408.32,0.07227215403741755
1997,3,7,1997-09-30,1995-12-31,447.35,408.32,0.01591531221011014
1997,3,6,1997-09-30,1996-03-31,458.09,408.32,2.602727392189803e-4
1997,3,5,1997-09-30,1996-06-30,468.57,408.32,0
1997,3,4,1997-09-30,1996-09-30,480.89,408.32,0
1997,3,3,1997-09-30,1996-12-31,493.43,408.32,0
1997,3,2,1997-09-30,1997-03-31,504.96,408.32,0
1997,3,1,1997-09-30,1997-06-30,519.21,408.32,0
1997,3,0,1997-09-30,1997-09-30,536.78,408.32,0
1997,4,12,1997-12-31,1994-12-31,416.01,416.01,2.273100904428112
1997,4,11,1997-12-31,1995-03-31,424.78,416.01,1.2424709542104182
1997,4,10,1997-12-31,1995-06-30,433.62,416.01,0.6956581039686178
1997,4,9,1997-12-31,1995-09-30,442.54,416.01,0.2892706808385749
1997,4,8,1997-12-31,1995-12-31,447.35,416.01,0.12250851351028333
1997,4,7,1997-12-31,1996-03-31,458.09,416.01,0.017267691759207827
1997,4,6,1997-12-31,1996-06-30,468.57,416.01,0
1997,4,5,1997-12-31,1996-09-30,480.89,416.01,0
1997,4,4,1997-12-31,1996-12-31,493.43,416.01,0
1997,4,3,1997-12-31,1997-03-31,504.96,416.01,0
1997,4,2,1997-12-31,1997-06-30,519.21,416.01,0
1997,4,1,1997-12-31,1997-09-30,536.78,416.01,0
1997,4,0,1997-12-31,1997-12-31,562.04,416.01,0
1998,1,12,1998-03-31,1995-03-31,424.78,424.78,1.9474743629763804
1998,1,11,1998-03-31,1995-06-30,433.62,424.78,1.2455757406522345
1998,1,10,1998-03-31,1995-09-30,442.54,424.78,0.6209037386006204
1998,1,9,1998-03-31,1995-12-31,447.35,424.78,0.39338967966237726
1998,1,8,1998-03-31,1996-03-31,458.09,424.78,0.1011737000345678
1998,1,7,1998-03-31,1996-06-30,468.57,424.78,0.012636449215891899
1998,1,6,1998-03-31,1996-09-30,480.89,424.78,0
1998,1,5,1998-03-31,1996-12-31,493.43,424.78,0
1998,1,4,1998-03-31,1997-03-31,504.96,424.78,0
1998,1,3,1998-03-31,1997-06-30,519.21,424.78,0
1998,1,2,1998-03-31,1997-09-30,536.78,424.78,0
1998,1,1,1998-03-31,1997-12-31,562.04,424.78,0
1998,1,0,1998-03-31,1998-03-31,585.31,424.78,0
1998,2,12,1998-06-30,1995-06-30,433.62,433.62,2.034533966072201
1998,2,11,1998-06-30,1995-09-30,442.54,433.62,1.280671032247887
1998,2,10,1998-06-30,1995-12-31,447.35,433.62,0.9214535610874017
1998,2,9,1998-06-30,1996-03-31,458.09,433.62,0.361199087060801
1998,2,8,1998-06-30,1996-06-30,468.57,433.62,0.08079572513718361
1998,2,7,1998-06-30,1996-09-30,480.89,433.62,0.004697729040566067
1998,2,6,1998-06-30,1996-12-31,493.43,433.62,0
1998,2,5,1998-06-30,1997-03-31,504.96,433.62,0
1998,2,4,1998-06-30,1997-06-30,519.21,433.62,0
1998,2,3,1998-06-30,1997-09-30,536.78,433.62,0
1998,2,2,1998-06-30,1997-12-31,562.04,433.62,0
1998,2,1,1998-06-30,1998-03-31,585.31,433.62,0
1998,2,0,1998-06-30,1998-06-30,609.84,433.62,0
1998,3,12,1998-09-30,1995-09-30,442.54,442.54,2.0896628045066152
1998,3,11,1998-09-30,1995-12-31,447.35,442.54,1.8037018808251044
1998,3,10,1998-09-30,1996-03-31,458.09,442.54,0.8932982396623134
1998,3,9,1998-09-30,1996-06-30,468.57,442.54,0.2681894015514742
1998,3,8,1998-09-30,1996-09-30,480.89,442.54,0.08287747986819294
1998,3,7,1998-09-30,1996-12-31,493.43,442.54,0.006328717481638484
1998,3,6,1998-09-30,1997-03-31,504.96,442.54,0
1998,3,5,1998-09-30,1997-06-30,519.21,442.54,0
1998,3,4,1998-09-30,1997-09-30,536.78,442.54,0
1998,3,3,1998-09-30,1997-12-31,562.04,442.54,0
1998,3,2,1998-09-30,1998-03-31,585.31,442.54,0
1998,3,1,1998-09-30,1998-06-30,609.84,442.54,0
1998,3,0,1998-09-30,1998-09-30,630.95,442.54,0
1998,4,12,1998-12-31,1995-12-31,447.35,447.35,2.530153185850491
1998,4,11,1998-12-31,1996-03-31,458.09,447.35,1.3889067754182705
1998,4,10,1998-12-31,1996-06-30,468.57,447.35,0.4923694218314145
1998,4,9,1998-12-31,1996-09-30,480.89,447.35,0.18320878112006744
1998,4,8,1998-12-31,1996-12-31,493.43,447.35,0.027541236507663724
1998,4,7,1998-12-31,1997-03-31,504.96,447.35,0.0016264248103485138
1998,4,6,1998-12-31,1997-06-30,519.21,447.35,0
1998,4,5,1998-12-31,1997-09-30,536.78,447.35,0
1998,4,4,1998-12-31,1997-12-31,562.04,447.35,0
1998,4,3,1998-12-31,1998-03-31,585.31,447.35,0
1998,4,2,1998-12-31,1998-06-30,609.84,447.35,0
1998,4,1,1998-12-31,1998-09-30,630.95,447.35,0
1998,4,0,1998-12-31,1998-12-31,653.37,447.35,0
1999,1,12,1999-03-31,1996-03-31,458.09,458.09,2.452901003781025
1999,1,11,1999-03-31,1996-06-30,468.57,458.09,1.2464789292604654
1999,1,10,1999-03-31,1996-09-30,480.89,458.09,0.5255385572785507
1999,1,9,1999-03-31,1996-12-31,493.43,458.09,0.1574677392168104
1999,1,8,1999-03-31,1997-03-31,504.96,458.09,0.029095543626756128
1999,1,7,1999-03-31,1997-06-30,519.21,458.09,0.0018125168646048633
1999,1,6,1999-03-31,1997-09-30,536.78,458.09,0
1999,1,5,1999-03-31,1997-12-31,562.04,458.09,0
1999,1,4,1999-03-31,1998-03-31,585.31,458.09,0
1999,1,3,1999-03-31,1998-06-30,609.84,458.09,0
1999,1,2,1999-03-31,1998-09-30,630.95,458.09,0
1999,1,1,1999-03-31,1998-12-31,653.37,458.09,0
1999,1,0,1999-03-31,1999-03-31,670.31,458.09,0
1999,2,12,1999-06-30,1996-06-30,468.57,468.57,2.337738007305444
1999,2,11,1999-06-30,1996-09-30,480.89,468.57,1.1738962060119154
1999,2,10,1999-06-30,1996-12-31,493.43,468.57,0.47600123949231554
1999,2,9,1999-06-30,1997-03-31,504.96,468.57,0.1390340258471874
1999,2,8,1999-06-30,1997-06-30,519.21,468.57,0.020714987268361847
1999,2,7,1999-06-30,1997-09-30,536.78,468.57,1.04135265347629e-4
1999,2,6,1999-06-30,1997-12-31,562.04,468.57,0
1999,2,5,1999-06-30,1998-03-31,585.31,468.57,0
1999,2,4,1999-06-30,1998-06-30,609.84,468.57,0
1999,2,3,1999-06-30,1998-09-30,630.95,468.57,0
1999,2,2,1999-06-30,1998-12-31,653.37,468.57,0
1999,2,1,1999-06-30,1999-03-31,670.31,468.57,0
1999,2,0,1999-06-30,1999-06-30,687.88,468.57,0
1999,3,12,1999-09-30,1996-09-30,480.89,480.89,2.527535635448158
1999,3,11,1999-09-30,1996-12-31,493.43,480.89,1.1906986916800502
1999,3,10,1999-09-30,1997-03-31,504.96,480.89,0.5243484879977592
1999,3,9,1999-09-30,1997-06-30,519.21,480.89,0.1186694504243455
1999,3,8,1999-09-30,1997-09-30,536.78,480.89,0.00989791044909429
1999,3,7,1999-09-30,1997-12-31,562.04,480.89,0
1999,3,6,1999-09-30,1998-03-31,585.31,480.89,0
1999,3,5,1999-09-30,1998-06-30,609.84,480.89,0
1999,3,4,1999-09-30,1998-09-30,630.95,480.89,0
1999,3,3,1999-09-30,1998-12-31,653.37,480.89,0
1999,3,2,1999-09-30,1999-03-31,670.31,480.89,0
1999,3,1,1999-09-30,1999-06-30,687.88,480.89,0
1999,3,0,1999-09-30,1999-09-30,707.2,480.89,0
1999,4,12,1999-12-31,1996-12-31,493.43,493.43,2.257032908102434
1999,4,11,1999-12-31,1997-03-31,504.96,493.43,1.112469183843204
1999,4,10,1999-12-31,1997-06-30,519.21,493.43,0.4548202675287445
1999,4,9,1999-12-31,1997-09-30,536.78,493.43,0.1252794521221183
1999,4,8,1999-12-31,1997-12-31,562.04,493.43,0.009758808105771934
1999,4,7,1999-12-31,1998-03-31,585.31,493.43,0
1999,4,6,1999-12-31,1998-06-30,609.84,493.43,0
1999,4,5,1999-12-31,1998-09-30,630.95,493.43,0
1999,4,4,1999-12-31,1998-12-31,653.37,493.43,0
1999,4,3,1999-12-31,1999-03-31,670.31,493.43,0
1999,4,2,1999-12-31,1999-06-30,687.88,493.43,0
1999,4,1,1999-12-31,1999-09-30,707.2,493.43,0
1999,4,0,1999-12-31,1999-12-31,727.62,493.43,0
2000,1,12,2000-03-31,1997-03-31,504.96,504.96,2.1971766430014696
2000,1,11,2000-03-31,1997-06-30,519.21,504.96,1.1867784215673343
2000,1,10,2000-03-31,1997-09-30,536.78,504.96,0.35104315102973516
2000,1,9,2000-03-31,1997-12-31,562.04,504.96,0.02652450829327856
2000,1,8,2000-03-31,1998-03-31,585.31,504.96,0.0035282210244751513
2000,1,7,2000-03-31,1998-06-30,609.84,504.96,0
2000,1,6,2000-03-31,1998-09-30,630.95,504.96,0
2000,1,5,2000-03-31,1998-12-31,653.37,504.96,0
2000,1,4,2000-03-31,1999-03-31,670.31,504.96,0
2000,1,3,2000-03-31,1999-06-30,687.88,504.96,0
2000,1,2,2000-03-31,1999-09-30,707.2,504.96,0
2000,1,1,2000-03-31,1999-12-31,727.62,504.96,0
2000,1,0,2000-03-31,2000-03-31,745.09,504.96,0
2000,2,12,2000-06-30,1997-06-30,519.21,519.21,2.323692032308317
2000,2,11,2000-06-30,1997-09-30,536.78,519.21,0.9610678825877177
2000,2,10,2000-06-30,1997-12-31,562.04,519.21,0.18597495888047164
2000,2,9,2000-06-30,1998-03-31,585.31,519.21,0.019324635623255572
2000,2,8,2000-06-30,1998-06-30,609.84,519.21,0
2000,2,7,2000-06-30,1998-09-30,630.95,519.21,0
2000,2,6,2000-06-30,1998-12-31,653.37,519.21,0
2000,2,5,2000-06-30,1999-03-31,670.31,519.21,0
2000,2,4,2000-06-30,1999-06-30,687.88,519.21,0
2000,2,3,2000-06-30,1999-09-30,707.2,519.21,0
2000,2,2,2000-06-30,1999-12-31,727.62,519.21,0
2000,2,1,2000-06-30,2000-03-31,745.09,519.21,0
2000,2,0,2000-06-30,2000-06-30,767.85,519.21,0
2000,3,12,2000-09-30,1997-09-30,536.78,536.78,2.4966024812580057
2000,3,11,2000-09-30,1997-12-31,562.04,536.78,0.7335371611197781
2000,3,10,2000-09-30,1998-03-31,585.31,536.78,0.13159695956916867
2000,3,9,2000-09-30,1998-06-30,609.84,536.78,0.027765438036084847
2000,3,8,2000-09-30,1998-09-30,630.95,536.78,0.0019373340252528252
2000,3,7,2000-09-30,1998-12-31,653.37,536.78,0
2000,3,6,2000-09-30,1999-03-31,670.31,536.78,0
2000,3,5,2000-09-30,1999-06-30,687.88,536.78,0
2000,3,4,2000-09-30,1999-09-30,707.2,536.78,0
2000,3,3,2000-09-30,1999-12-31,727.62,536.78,0
2000,3,2,2000-09-30,2000-03-31,745.09,536.78,0
2000,3,1,2000-09-30,2000-06-30,767.85,536.78,0
2000,3,0,2000-09-30,2000-09-30,790.43,536.78,0
2000,4,12,2000-12-31,1997-12-31,562.04,562.04,2.56205942010492
2000,4,11,2000-12-31,1998-03-31,585.31,562.04,0.8715443294609085
2000,4,10,2000-12-31,1998-06-30,609.84,562.04,0.16256451576112085
2000,4,9,2000-12-31,1998-09-30,630.95,562.04,0.05608332763004202
2000,4,8,2000-12-31,1998-12-31,653.37,562.04,0.005320037802322886
2000,4,7,2000-12-31,1999-03-31,670.31,562.04,0
2000,4,6,2000-12-31,1999-06-30,687.88,562.04,0
2000,4,5,2000-12-31,1999-09-30,707.2,562.04,0
2000,4,4,2000-12-31,1999-12-31,727.62,562.04,0
2000,4,3,2000-12-31,2000-03-31,745.09,562.04,0
2000,4,2,2000-12-31,2000-06-30,767.85,562.04,0
2000,4,1,2000-12-31,2000-09-30,790.43,562.04,0
2000,4,0,2000-12-31,2000-12-31,816.76,562.04,0
2001,1,12,2001-03-31,1998-03-31,585.31,585.31,3.110384394263025
2001,1,11,2001-03-31,1998-06-30,609.84,585.31,0.9832033826689625
2001,1,10,2001-03-31,1998-09-30,630.95,585.31,0.506626803585393
2001,1,9,2001-03-31,1998-12-31,653.37,585.31,0.06604587353606904
2001,1,8,2001-03-31,1999-03-31,670.31,585.31,0.01348589567446932
2001,1,7,2001-03-31,1999-06-30,687.88,585.31,0.0011335391205678257
2001,1,6,2001-03-31,1999-09-30,707.2,585.31,0
2001,1,5,2001-03-31,1999-12-31,727.62,585.31,0
2001,1,4,2001-03-31,2000-03-31,745.09,585.31,0
2001,1,3,2001-03-31,2000-06-30,767.85,585.31,0
2001,1,2,2001-03-31,2000-09-30,790.43,585.31,0
2001,1,1,2001-03-31,2000-12-31,816.76,585.31,0
2001,1,0,2001-03-31,2001-03-31,836.04,585.31,0
2001,2,12,2001-06-30,1998-06-30,609.84,609.84,2.8770099412910013
2001,2,11,2001-06-30,1998-09-30,630.95,609.84,2.130127770399832
2001,2,10,2001-06-30,1998-12-31,653.37,609.84,0.5871613689218903
2001,2,9,2001-06-30,1999-03-31,670.31,609.84,0.14575594736555517
2001,2,8,2001-06-30,1999-06-30,687.88,609.84,0.023925368359350472
2001,2,7,2001-06-30,1999-09-30,707.2,609.84,0
2001,2,6,2001-06-30,1999-12-31,727.62,609.84,0
2001,2,5,2001-06-30,2000-03-31,745.09,609.84,0
2001,2,4,2001-06-30,2000-06-30,767.85,609.84,0
2001,2,3,2001-06-30,2000-09-30,790.43,609.84,0
2001,2,2,2001-06-30,2000-12-31,816.76,609.84,0
2001,2,1,2001-06-30,2001-03-31,836.04,609.84,0
2001,2,0,2001-06-30,2001-06-30,856.72,609.84,0
2001,3,12,2001-09-30,1998-09-30,630.95,630.95,5.086132125604517
2001,3,11,2001-09-30,1998-12-31,653.37,630.95,1.666030379675178
2001,3,10,2001-09-30,1999-03-31,670.31,630.95,0.7596037575197936
2001,3,9,2001-09-30,1999-06-30,687.88,630.95,0.19051654738687449
2001,3,8,2001-09-30,1999-09-30,707.2,630.95,0.018399744811292515
2001,3,7,2001-09-30,1999-12-31,727.62,630.95,0
2001,3,6,2001-09-30,2000-03-31,745.09,630.95,0
2001,3,5,2001-09-30,2000-06-30,767.85,630.95,0
2001,3,4,2001-09-30,2000-09-30,790.43,630.95,0
2001,3,3,2001-09-30,2000-12-31,816.76,630.95,0
2001,3,2,2001-09-30,2001-03-31,836.04,630.95,0
2001,3,1,2001-09-30,2001-06-30,856.72,630.95,0
2001,3,0,2001-09-30,2001-09-30,870.39,630.95,0
2001,4,12,2001-12-31,1998-12-31,653.37,653.37,4.620048226339815
2001,4,11,2001-12-31,1999-03-31,670.31,653.37,2.7818970601580824
2001,4,10,2001-12-31,1999-06-30,687.88,653.37,0.8700658238569312
2001,4,9,2001-12-31,1999-09-30,707.2,653.37,0.18683324440806856
2001,4,8,2001-12-31,1999-12-31,727.62,653.37,0.005722555370152458
2001,4,7,2001-12-31,2000-03-31,745.09,653.37,0.0014488400701595035
2001,4,6,2001-12-31,2000-06-30,767.85,653.37,0
2001,4,5,2001-12-31,2000-09-30,790.43,653.37,0
2001,4,4,2001-12-31,2000-12-31,816.76,653.37,0
2001,4,3,2001-12-31,2001-03-31,836.04,653.37,0
2001,4,2,2001-12-31,2001-06-30,856.72,653.37,0
2001,4,1,2001-12-31,2001-09-30,870.39,653.37,0
2001,4,0,2001-12-31,2001-12-31,876.22,653.37,0
2002,1,12,2002-03-31,1999-03-31,670.31,670.31,4.860472000588867
2002,1,11,2002-03-31,1999-06-30,687.88,670.31,2.24459308902339
2002,1,10,2002-03-31,1999-09-30,707.2,670.31,0.7169089675058691
2002,1,9,2002-03-31,1999-12-31,727.62,670.31,0.1262504238466924
2002,1,8,2002-03-31,2000-03-31,745.09,670.31,0.009948691709816205
2002,1,7,2002-03-31,2000-06-30,767.85,670.31,1.947512359456705e-4
2002,1,6,2002-03-31,2000-09-30,790.43,670.31,0
2002,1,5,2002-03-31,2000-12-31,816.76,670.31,0
2002,1,4,2002-03-31,2001-03-31,836.04,670.31,0
2002,1,3,2002-03-31,2001-06-30,856.72,670.31,0
2002,1,2,2002-03-31,2001-09-30,870.39,670.31,0
2002,1,1,2002-03-31,2001-12-31,876.22,670.31,0
2002,1,0,2002-03-31,2002-03-31,889.47,670.31,0
2002,2,12,2002-06-30,1999-06-30,687.88,687.88,4.370142900781283
2002,2,11,2002-06-30,1999-09-30,707.2,687.88,1.6470061543325525
2002,2,10,2002-06-30,1999-12-31,727.62,687.88,0.5001014781377645
2002,2,9,2002-06-30,2000-03-31,745.09,687.88,0.0829580682900322
2002,2,8,2002-06-30,2000-06-30,767.85,687.88,0.01387578347239889
2002,2,7,2002-06-30,2000-09-30,790.43,687.88,0
2002,2,6,2002-06-30,2000-12-31,816.76,687.88,0
2002,2,5,2002-06-30,2001-03-31,836.04,687.88,0
2002,2,4,2002-06-30,2001-06-30,856.72,687.88,0
2002,2,3,2002-06-30,2001-09-30,870.39,687.88,0
2002,2,2,2002-06-30,2001-12-31,876.22,687.88,0
2002,2,1,2002-06-30,2002-03-31,889.47,687.88,0
2002,2,0,2002-06-30,2002-06-30,903.8,687.88,0
2002,3,12,2002-09-30,1999-09-30,707.2,707.2,3.2651416852826682
2002,3,11,2002-09-30,1999-12-31,727.62,707.2,1.3562401436598477
2002,3,10,2002-09-30,2000-03-31,745.09,707.2,0.4334112432749667
2002,3,9,2002-09-30,2000-06-30,767.85,707.2,0.0654883275722438
2002,3,8,2002-09-30,2000-09-30,790.43,707.2,0
2002,3,7,2002-09-30,2000-12-31,816.76,707.2,0
2002,3,6,2002-09-30,2001-03-31,836.04,707.2,0
2002,3,5,2002-09-30,2001-06-30,856.72,707.2,0
2002,3,4,2002-09-30,2001-09-30,870.39,707.2,0
2002,3,3,2002-09-30,2001-12-31,876.22,707.2,0
2002,3,2,2002-09-30,2002-03-31,889.47,707.2,0
2002,3,1,2002-09-30,2002-06-30,903.8,707.2,0
2002,3,0,2002-09-30,2002-09-30,919.97,707.2,0
2002,4,12,2002-12-31,1999-12-31,727.62,727.62,2.7622657245317743
2002,4,11,2002-12-31,2000-03-31,745.09,727.62,1.2223397781947523
